eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
905105,ISC,ISC|ISC-Ms,1934,8,12,23,49,24.19,0.37,126.768,8.1435,7.519,5.58,67.0,35.0,,7.06,0.2,,1949978|PAS|6.90|MS,05952150|ISC|7.00|MS
905151,GUTE,GUTE|PAS-Ms,1934,9,6,2,16,52.0,,126.0,6.5,,,,150.0,,6.0,0.2,,1950046|PAS|6.00|MS
905237,GUTE,GUTE|PAS-Ms,1934,10,28,23,36,8.0,,123.5,23.25,,,,35.0,,5.6,0.2,,1950160|PAS|5.60|MS
905287,GUTE,GUTE|PAS-Ms,1934,11,26,12,9,8.0,,120.0,14.0,,,,35.0,,6.2,0.2,,1950244|PAS|6.20|MS
905289,ISC,ISC|ISC-Ms,1934,11,27,6,14,12.42,0.35,127.2728,2.2707,7.768,5.793,75.0,15.0,,6.46,0.316,,1950248|PAS|6.80|MS,05952165|ISC|6.40|MS
904079,GUTE,GUTE|PAS-Ms,1935,2,4,21,7,31.0,,127.0,2.5,,,,80.0,,6.5,0.2,,1948287|PAS|6.50|MS
904081,GUTE,GUTE|PAS-Ms,1935,2,7,17,29,2.0,,122.75,13.5,,,,35.0,,6.0,0.2,,1948293|PAS|6.00|MS
904109,GUTE,GUTE|PAS-Ms,1935,2,27,9,9,21.0,,126.0,3.0,,,,35.0,,6.0,0.2,,1948338|PAS|6.00|MS
904271,GUTE,GUTE|PAS-Ms,1935,5,7,5,55,20.0,,126.0,5.75,,,,50.0,,6.0,0.2,,1948574|PAS|6.00|MS
904288,GUTE,GUTE|PAS-Ms,1935,5,20,5,21,29.0,,126.5,4.0,,,,35.0,,6.0,0.2,,1948600|PAS|6.00|MS
904298,ISC,ISC|ISC-Ms,1935,5,24,5,36,41.62,0.36,124.9013,12.0616,9.064,5.942,74.0,45.0,,6.76,0.256,,1948617|PAS|6.80|MS,05952191|ISC|6.70|MS
904299,GUTE,GUTE|PAS-Ms,1935,5,25,0,7,55.0,,125.5,12.0,,,,35.0,,6.2,0.2,,1948620|PAS|6.20|MS
904303,GUTE,GUTE|PAS-Ms,1935,5,26,22,3,47.0,,125.5,11.75,,,,35.0,,6.2,0.2,,1948625|PAS|6.20|MS
904318,GUTE,GUTE|PAS-Ms,1935,6,1,14,39,52.0,,126.5,7.5,,,,100.0,,6.0,0.2,,1948647|PAS|6.00|MS
904347,GUTE,GUTE|PAS-Ms,1935,6,18,22,27,41.0,,125.5,12.5,,,,35.0,,6.2,0.2,,1948686|PAS|6.20|MS
904497,ISC,ISC|ISC-Ms,1935,9,4,1,37,44.6,0.34,121.2992,22.3236,4.485,3.665,131.0,15.0,,7.06,0.264,,1948927|PAS|7.20|MS,05952204|ISC|7.00|MS
904555,GUTE,GUTE|PAS-Ms,1935,10,4,5,15,36.0,,125.0,6.0,,,,500.0,,6.5,0.2,,1949043|PAS|6.50|MS
904700,ISC,ISC|ISC-Ms,1935,12,17,19,17,35.74,0.34,125.7689,22.4976,5.1,4.32,144.0,15.0,,7.06,0.174,,1949274|PAS|7.20|MS,05952233|ISC|7.00|MS
903444,ISC,ISC|ISC-Ms,1936,1,20,16,56,18.82,0.34,126.6881,5.8007,8.223,5.759,68.0,35.0,,6.76,0.256,,1947324|PAS|7.10|MS,05952244|ISC|6.70|MS
903538,ISC,ISC|ISC-Ms,1936,4,1,2,9,28.09,0.32,126.3684,4.2413,7.684,5.673,63.0,35.0,,7.85,0.2,,1947476|PAS|7.70|MS,05952258|ISC|7.80|MS
903541,ISC,ISC|ISC-Ms,1936,4,1,20,11,0.65,0.34,126.6405,3.8571,8.933,6.377,63.0,35.0,,6.76,0.198,,05952259|ISC|6.70|MS
903638,GUTE,GUTE|PAS-Ms,1936,5,20,0,16,1.0,,121.5,13.5,,,,160.0,,6.0,0.2,,1947624|PAS|6.00|MS
903734,ISC,ISC|ISC-Ms,1936,7,5,18,55,15.23,0.37,126.7998,5.9262,7.847,6.69,61.0,35.0,,6.76,0.256,,1947769|PAS|7.30|MS,05952279|ISC|6.70|MS
903773,GUTE,GUTE|PAS-Ms,1936,8,4,14,9,41.0,,121.0,19.0,,,,35.0,,5.6,0.2,,1947828|PAS|5.60|MS
903785,ISC,ISC|ISC-Ms,1936,8,13,20,2,46.48,0.43,126.3883,8.8304,9.524,6.488,72.0,35.0,,6.56,0.321,,1947842|PAS|6.80|MS,05952284|ISC|6.50|MS
903796,ISC,ISC|ISC-Ms,1936,8,22,6,51,35.41,0.28,121.2143,21.9912,4.193,3.605,125.0,15.0,,7.26,0.527,,1947858|PAS|7.20|MS,05952286|ISC|7.20|MS
903861,ISC,ISC|ISC-Ms,1936,10,3,21,50,12.85,0.4,122.7629,1.3099,8.067,6.501,88.0,25.0,,6.66,0.197,,05952291|ISC|6.60|MS
903864,GUTE,GUTE|PAS-Ms,1936,10,5,6,8,34.0,,122.75,9.0,,,,35.0,,5.8,0.2,,1947961|PAS|5.80|MS
903866,ISC,ISC|ISC-Ms,1936,10,5,9,44,21.81,0.33,126.3545,1.6417,8.299,5.912,66.0,15.0,,7.06,0.2,,1947964|PAS|7.10|MS,05952293|ISC|7.00|MS
902996,ISC,ISC|ISC-Ms,1937,3,16,15,45,41.69,0.4,120.317,18.0001,6.381,5.132,95.0,15.0,,5.88,0.165,,1946603|PAS|6.50|MS,05952315|ISC|5.70|MS
903101,GUTE,GUTE|PAS-Ms,1937,5,31,10,38,30.0,,129.0,1.5,,,,170.0,,6.2,0.2,,1946760|PAS|6.20|MS
903210,ISC,ISC|ISC-Ms,1937,8,20,11,59,21.48,0.32,121.6796,14.5749,6.164,5.388,64.0,15.0,,7.65,0.264,,1946936|PAS|7.50|MS,05952334|ISC|7.60|MS
903258,GUTE,GUTE|PAS-Ms,1937,9,21,9,39,47.0,,126.75,2.0,,,,50.0,,6.9,0.2,,1947018|PAS|6.90|MS
903356,GUTE,GUTE|PAS-Ms,1937,11,26,10,45,14.0,,123.0,24.0,,,,50.0,,6.0,0.2,,1947171|PAS|6.00|MS
903375,ISC,ISC|ISC-Ms,1937,12,8,8,32,11.01,0.3,121.2648,22.9316,4.248,2.927,121.0,15.0,,7.06,0.2,,1947206|PAS|7.00|MS,05952351|ISC|7.00|MS
903382,ISC,ISC|ISC-Ms,1937,12,13,18,53,59.28,0.31,121.3701,22.7015,3.802,3.03,127.0,15.0,,6.86,0.258,,05952352|ISC|6.80|MS
903392,ISC,ISC|ISC-Ms,1937,12,17,9,32,17.33,0.31,121.3124,23.0735,3.905,2.879,114.0,15.0,,6.66,0.253,,05952353|ISC|6.60|MS
902358,GUTE,GUTE|PAS-Ms,1938,2,5,9,55,10.0,,124.0,14.0,,,,160.0,,6.5,0.2,,1945566|PAS|6.50|MS
902417,GUTE,GUTE|PAS-Ms,1938,3,31,22,31,10.0,,120.5,20.0,,,,60.0,,6.5,0.2,,1945660|PAS|6.50|MS
902499,ISC,ISC|ISC-Ms,1938,5,23,8,21,51.46,0.33,120.0446,18.0002,6.015,4.863,94.0,15.0,,7.26,0.345,,1945807|PAS|7.00|MS,05952378|ISC|7.20|MS
902648,ISC,ISC|ISC-Ms,1938,8,29,15,22,24.77,0.36,124.1005,12.065,7.857,6.154,55.0,15.0,,7.16,0.345,,05952394|ISC|7.10|MS
902664,ISC,ISC|ISC-Ms,1938,9,7,4,3,20.07,0.28,121.5264,23.8023,3.844,2.511,122.0,15.0,,7.36,0.174,,1946077|PAS|7.00|MS,05952397|ISC|7.30|MS
902710,ISC,ISC|ISC-Ms,1938,10,10,20,48,7.08,0.31,126.5852,2.3787,8.583,5.957,58.0,15.0,,7.36,0.2,,1946159|PAS|7.30|MS,05952403|ISC|7.30|MS
902711,ISC,ISC|ISC-Ms,1938,10,11,0,8,1.62,0.72,126.3445,2.6026,14.53,11.47,108.0,15.0,,6.26,0.193,,05952404|ISC|6.20|MS
902713,ISC,ISC|ISC-Ms,1938,10,13,15,26,21.63,0.37,121.4075,23.7546,4.181,2.754,126.0,15.0,,6.46,0.195,,05952406|ISC|6.40|MS
902854,ISC,ISC|ISC-Ms,1938,12,6,23,0,52.44,0.3,121.5502,22.7915,3.97,2.62,136.0,15.0,,6.96,0.199,,1946397|PAS|7.00|MS,05952425|ISC|6.90|MS
901811,GUTE,GUTE|PAS-Ms,1939,2,4,11,34,5.0,,126.5,7.0,,,,100.0,,6.0,0.2,,1944627|PAS|6.00|MS
901940,GUTE,GUTE|PAS-Ms,1939,5,6,17,0,7.0,,121.25,13.5,,,,110.0,,6.5,0.2,,1944843|PAS|6.50|MS
902001,ISC,ISC|ISC-Ms,1939,6,2,3,33,16.22,0.31,126.2393,4.6731,7.858,5.732,54.0,35.0,,6.66,0.197,,1944946|PAS|7.00|MS,05952454|ISC|6.60|MS
902045,ISC,ISC|ISC-Ms,1939,6,27,23,4,24.1,0.31,126.9308,7.1845,7.356,5.65,51.0,35.0,,6.76,0.174,,05952458|ISC|6.70|MS
902150,GUTE,GUTE|PAS-Ms,1939,9,16,7,16,26.0,,127.75,3.5,,,,90.0,,5.8,0.2,,1945194|PAS|5.80|MS
901257,ISC,ISC|PAS-Ms,1940,3,28,15,48,56.4,0.28,120.5011,14.5833,6.408,4.886,38.0,200.0,,6.8,0.2,,1943694|PAS|6.80|MS
901438,GUTE,GUTE|PAS-Ms,1940,6,18,13,52,33.0,,123.5,5.5,,,,570.0,,6.5,0.2,,1943983|PAS|6.50|MS
901499,ISC,ISC|ISC-Ms,1940,7,21,15,38,28.72,0.33,120.9309,2.3087,8.2,5.824,54.0,15.0,,6.26,0.242,,1944090|PAS|6.20|MS,05952507|ISC|6.20|MS
901580,GUTE,GUTE|PAS-Ms,1940,9,12,0,21,21.0,,123.0,2.0,,,,160.0,,6.5,0.2,,1944225|PAS|6.50|MS
901602,ISC,ISC|PAS-Ms,1940,9,22,22,51,57.04,0.27,123.6086,7.5853,6.862,5.452,54.0,640.0,,6.8,0.2,,1944261|PAS|6.80|MS
901639,ISC,ISC|PAS-Ms,1940,10,7,6,42,53.36,0.52,125.8095,5.55,11.3,9.142,68.0,15.0,,7.0,0.2,,1944331|PAS|7.00|MS
901738,GUTE,GUTE|PAS-Ms,1940,12,19,15,48,30.0,,118.0,9.0,,,,35.0,,5.6,0.2,,1944495|PAS|5.60|MS
900608,GUTE,GUTE|PAS-Ms,1941,1,2,16,49,38.0,,122.5,3.0,,,,500.0,,6.2,0.2,,1942543|PAS|6.20|MS
900611,ISC,ISC|ISC-Ms,1941,1,5,18,47,3.13,0.3,122.2223,1.6299,7.515,5.712,59.0,25.0,,6.86,0.258,,1942550|PAS|7.00|MS,05952533|ISC|6.80|MS
900619,GUTE,GUTE|PAS-Ms,1941,1,12,0,18,38.0,,122.0,1.75,,,,35.0,,6.2,0.2,,1942566|PAS|6.20|MS
900643,ISC,ISC|PAS-Ms,1941,2,4,14,3,20.37,0.32,124.0802,10.0627,7.403,5.664,61.0,605.0,,6.9,0.2,,1942613|PAS|6.90|MS
900648,GUTE,GUTE|PAS-Ms,1941,2,5,23,4,36.0,,128.0,3.0,,,,50.0,,5.8,0.2,,1942621|PAS|5.80|MS
900650,GUTE,GUTE|PAS-Ms,1941,2,8,18,46,8.0,,120.0,1.0,,,,35.0,,6.5,0.2,,1942626|PAS|6.50|MS
900684,GUTE,GUTE|PAS-Ms,1941,2,27,9,44,12.0,,127.0,4.25,,,,50.0,,6.8,0.2,,1942684|PAS|6.80|MS
900800,ISC,ISC|ISC-Ms,1941,5,9,5,32,41.04,0.43,122.6463,13.6942,8.402,6.864,63.0,15.0,,6.86,0.335,,1942887|PAS|6.80|MS,05952551|ISC|6.80|MS
900847,GUTE,GUTE|PAS-Ms,1941,6,16,11,26,56.0,,127.5,6.0,,,,100.0,,6.5,0.2,,1942972|PAS|6.50|MS
900913,GUTE,GUTE|PAS-Ms,1941,7,19,17,54,28.0,,124.0,10.0,,,,600.0,,5.8,0.2,,1943095|PAS|5.80|MS
901063,ISC,ISC|ISC-Ms,1941,11,5,17,38,49.32,0.34,123.467,12.8422,7.379,6.239,85.0,15.0,,7.06,0.2,,1943360|PAS|6.90|MS,05952573|ISC|7.00|MS
901124,ISC,ISC|ISC-Ms,1941,12,16,19,19,43.86,0.28,120.3934,23.304,4.713,3.242,134.0,15.0,,7.36,0.264,,1943472|PAS|7.10|MS,05952585|ISC|7.30|MS
900244,ISC,ISC|ISC-Ms,1942,4,8,15,40,27.34,0.34,120.4835,13.061,7.23,6.742,,15.0,,7.55,0.345,,1941957|PAS|7.70|MS,05952594|ISC|7.50|MS
900323,ISC,ISC|ISC-Ms,1942,6,10,10,21,9.66,0.58,124.816,6.4309,11.91,9.204,12.0,15.0,,6.36,0.194,,05952599|ISC|6.30|MS
900397,ISC,ISC|ISC-Ms,1942,7,25,6,22,35.78,0.4,124.9678,11.7371,8.898,7.79,47.0,55.0,,6.36,0.245,,1942201|PAS|6.80|MS,05952608|ISC|6.30|MS
900480,ISC,ISC|ISC-Ms,1942,9,24,3,39,1.6,0.38,121.955,23.8959,5.295,4.45,142.0,10.0,,6.26,0.242,,05952616|ISC|6.20|MS
900504,ISC,ISC|ISC-Ms,1942,10,20,23,21,53.5,0.32,122.4546,7.9493,8.742,6.94,67.0,35.0,,7.26,0.345,,1942368|PAS|7.30|MS,05952617|ISC|7.20|MS
899838,ISC,ISC|ISC-Ms,1943,5,3,1,59,14.87,0.32,124.3118,13.0011,7.538,6.906,26.0,15.0,,7.46,0.621,,1941322|PAS|7.40|MS,05952650|ISC|7.40|MS
899851,ISC,ISC|ISC-Ms,1943,5,25,23,7,40.21,0.3,127.1781,7.3999,8.787,6.766,46.0,15.0,,7.85,0.2,,1941345|PAS|7.90|MS,05952652|ISC|7.80|MS
899909,GUTE,GUTE|PAS-Ms,1943,6,29,9,5,6.0,,125.0,2.0,,,,180.0,,6.5,0.2,,1941434|PAS|6.50|MS
900100,ISC,ISC|ISC-Ms,1943,11,24,13,17,15.28,0.42,121.7613,22.7617,7.956,5.135,161.0,20.0,,6.76,0.198,,1941733|PAS|6.90|MS,05952680|ISC|6.70|MS
900118,ISC,ISC|ISC-Ms,1943,12,2,5,9,0.02,0.57,121.4889,22.7333,6.995,4.169,137.0,15.0,,6.86,0.174,,05952686|ISC|6.80|MS
899290,ISC,ISC|ISC-Ms,1944,2,5,17,20,8.25,0.58,121.5133,23.5686,5.639,4.012,110.0,20.0,,6.56,0.196,,05952693|ISC|6.50|MS
899539,ISC,ISC|ISC-Ms,1944,9,11,9,45,27.07,0.32,126.1607,1.0205,10.03,7.492,48.0,15.0,,6.76,0.198,,1940850|PAS|7.20|MS,05952715|ISC|6.70|MS
899580,ISC,ISC|PAS-Ms,1944,10,14,20,16,15.23,0.47,127.7548,1.3874,12.19,8.753,54.0,15.0,,6.8,0.2,,1940914|PAS|6.80|MS
899618,ISC,ISC|ISC-Ms,1944,11,15,20,47,8.56,0.3,127.3721,4.566,8.66,6.823,52.0,60.0,,6.86,0.258,,1940968|PAS|7.20|MS,05952726|ISC|6.80|MS
898834,ISC,ISC|PAS-Ms,1945,3,11,17,45,5.65,0.42,126.0661,4.731,13.8,8.148,61.0,100.0,,6.8,0.2,,1939759|PAS|6.80|MS
898898,ISC,ISC|PAS-Ms,1945,4,22,9,51,16.13,0.61,122.8881,5.0582,27.6,8.094,42.0,565.0,,6.8,0.2,,1939856|PAS|6.80|MS
899016,ISC,ISC|ISC-Ms,1945,8,1,22,23,18.35,0.51,122.029,23.8298,12.15,7.534,,14.0,,6.36,0.194,,05952764|ISC|6.30|MS
897883,ISC,ISC|ISC-Ms,1947,6,7,18,47,51.57,0.36,124.6575,11.1824,8.611,6.903,55.0,15.0,,7.06,0.264,,1938595|PAS|6.90|MS,05952850|ISC|7.00|MS
897890,ISC,ISC|ISC-Ms,1947,6,12,9,2,28.46,0.29,126.1565,1.2014,9.425,6.504,52.0,15.0,,7.26,0.2,,1938603|PAS|7.20|MS,05952851|ISC|7.20|MS
897163,ISC,ISC|ISC-Ms,1948,1,24,17,46,44.87,0.28,122.2951,10.7997,7.388,5.861,43.0,15.0,,7.85,0.345,,1937775|PAS|8.20|MS,05952877|ISC|7.80|MS
897169,ISC,ISC|ISC-Ms,1948,1,28,3,47,18.36,0.31,126.4811,1.6109,8.833,5.812,46.0,15.0,,6.56,0.25,,1937785|PAS|7.20|MS,05952879|ISC|6.50|MS
897220,ISC,ISC|ISC-Ms,1948,3,3,9,9,56.78,0.28,118.9148,18.7902,7.209,5.613,38.0,15.0,,7.06,0.434,,1937845|PAS|7.20|MS,05952885|ISC|7.00|MS
897241,ISC,ISC|ISC-Ms,1948,3,13,20,2,33.47,0.32,126.4865,1.7002,7.437,6.992,46.0,15.0,,6.66,0.253,,1937868|PAS|7.10|MS,05952886|ISC|6.60|MS
897531,ISC,ISC|PAS-Ms,1948,9,2,23,35,4.51,0.33,125.6447,10.1472,7.581,6.386,41.0,100.0,,7.0,0.2,,1938192|PAS|7.00|MS
896433,ISC,ISC|ISC-Ms,1949,3,27,6,34,9.25,0.29,127.6374,2.4428,8.692,6.294,47.0,60.0,,7.16,0.2,,1936718|PAS|7.00|MS,05952925|ISC|7.10|MS
896492,ISC,ISC|PAS-Ms,1949,4,30,1,23,37.5,0.26,125.5326,6.1289,7.485,5.973,53.0,127.0,,7.4,0.2,,1936807|PAS|7.40|MS
896854,ISC,ISC|ISC-Ms,1949,9,14,19,50,18.99,0.26,126.1055,1.0361,7.425,5.558,57.0,15.0,,7.06,0.264,,1937319|PAS|7.20|MS,05952957|ISC|7.00|MS
897130,ISC,ISC|ISC-Ms,1949,12,29,3,3,56.98,0.28,121.4849,17.4295,6.582,5.893,54.0,15.0,,7.26,0.264,,1937731|PAS|7.20|MS,05952978|ISC|7.20|MS
895106,ISC,ISC|ISC-Ms,1950,1,3,2,51,56.73,0.31,121.4279,17.5756,6.18,5.638,171.0,30.0,,6.56,0.321,,05952982|ISC|6.50|MS
895280,ISC,ISC|ISC-Ms,1950,3,7,2,7,53.58,0.28,122.4675,10.5996,6.626,5.638,53.0,25.0,,6.86,0.335,,05953051|ISC|6.80|MS
895485,ISC,ISC|ISC-Ms,1950,6,4,7,29,51.62,0.54,126.4948,6.912,16.18,9.668,63.0,15.0,,5.94,0.212,,05953136|ISC|5.80|MS
895544,ISC,ISC|ISC-Ms,1950,6,25,11,5,59.68,0.32,126.9423,5.2709,8.014,6.444,57.0,57.0,,6.16,0.192,,05953164|ISC|6.10|MS
895605,ISC,ISC|ISC-Ms,1950,7,18,16,25,50.67,0.79,125.4213,9.6793,18.98,13.94,83.0,15.0,,6.0,0.167,,05953200|ISC|5.90|MS
895637,ISC,ISC|ISC-Ms,1950,7,29,16,45,58.61,0.27,127.2329,2.3835,7.77,6.043,50.0,30.0,,6.26,0.242,,05953214|ISC|6.20|MS
895661,ISC,ISC|ISC-Ms,1950,8,7,15,47,26.78,0.34,126.3575,1.187,11.35,6.893,49.0,15.0,,5.88,0.21,,05953226|ISC|5.70|MS
895864,ISC,ISC|ISC-Ms,1950,9,25,23,16,3.52,0.48,126.2643,9.8639,11.29,8.518,40.0,25.0,,5.94,0.166,,05953337|ISC|5.80|MS
895869,ISC,ISC|ISC-Ms,1950,9,28,3,29,39.6,0.43,121.4811,23.0949,8.689,5.994,155.0,15.0,,6.06,0.168,,05953341|ISC|6.00|MS
894056,ISC,ISC|ISC-Ms,1951,1,26,3,25,16.29,0.58,126.0396,1.2551,18.21,11.19,37.0,15.0,,5.88,0.21,,05953519|ISC|5.70|MS
894351,ISC,ISC|ISC-Ms,1951,5,16,14,6,14.33,0.48,126.2805,2.081,15.91,8.518,61.0,15.0,,5.94,0.166,,05953643|ISC|5.80|MS
894383,ISC,ISC|ISC-Ms,1951,5,31,20,55,59.4,0.26,121.0582,18.7428,5.792,5.31,80.0,61.0,,6.26,0.193,,05953659|ISC|6.20|MS
894388,ISC,ISC|ISC-Ms,1951,6,2,6,47,56.3,0.39,116.7272,6.8778,7.791,7.282,113.0,15.0,,6.06,0.218,,05953662|ISC|6.00|MS
894390,ISC,ISC|ISC-Ms,1951,6,3,18,30,26.44,0.74,122.257,23.95,14.46,10.76,103.0,15.0,,5.7,0.162,,05953663|ISC|5.40|MS
894437,ISC,ISC|ISC-Ms,1951,6,20,21,50,22.23,0.65,121.6316,23.9122,13.87,10.93,38.0,15.0,,6.06,0.218,,05953678|ISC|6.00|MS
894468,ISC,ISC|ISC-Ms,1951,7,2,5,6,18.82,0.53,124.9586,5.8337,12.44,10.02,69.0,25.0,,5.94,0.166,,05953693|ISC|5.80|MS
894490,ISC,ISC|ISC-Ms,1951,7,8,5,44,23.32,0.3,122.3863,9.967,6.68,5.446,47.0,25.0,,6.56,0.25,,05953701|ISC|6.50|MS
894821,ISC,ISC|ISC-Ms,1951,10,21,21,34,21.54,0.24,121.3996,23.4875,4.957,4.153,144.0,25.0,,7.55,0.174,,1933294|PAS|7.30|MS,05953857|ISC|7.50|MS
894824,ISC,ISC|ISC-Ms,1951,10,22,3,29,35.57,0.28,121.3427,23.9175,5.76,5.015,149.0,25.0,,7.36,0.434,,1933304|PAS|7.10|MS,05953859|ISC|7.30|MS
894825,ISC,ISC|ISC-Ms,1951,10,22,4,28,12.37,0.41,121.2817,23.7692,10.46,5.954,143.0,25.0,,6.96,0.174,,05953860|ISC|6.90|MS
894826,ISC,ISC|ISC-Ms,1951,10,22,5,17,48.89,0.58,121.0615,23.7276,11.18,8.526,159.0,25.0,,6.46,0.393,,05953861|ISC|6.40|MS
894828,ISC,ISC|ISC-Ms,1951,10,22,5,43,7.64,0.32,121.3931,23.7753,6.19,4.519,157.0,20.0,,7.16,0.2,,1933316|PAS|7.10|MS,05953863|ISC|7.10|MS
894831,ISC,ISC|ISC-Ms,1951,10,22,11,11,8.42,0.39,121.5713,23.8885,7.411,5.768,165.0,25.0,,6.56,0.25,,05953866|ISC|6.50|MS
894833,ISC,ISC|ISC-Ms,1951,10,22,13,1,17.38,0.59,121.5082,23.7335,10.83,9.559,97.0,25.0,,6.36,0.245,,05953868|ISC|6.30|MS
894835,ISC,ISC|ISC-Ms,1951,10,22,14,46,51.19,0.66,121.3265,23.9039,12.06,6.035,155.0,20.0,,6.46,0.174,,05953870|ISC|6.40|MS
894838,ISC,ISC|ISC-Ms,1951,10,22,18,42,37.09,0.63,121.3574,23.3959,12.42,7.798,150.0,25.0,,6.16,0.24,,05953873|ISC|6.10|MS
894840,ISC,ISC|ISC-Ms,1951,10,22,20,51,42.55,0.61,121.6347,23.5125,11.2,7.176,147.0,25.0,,6.26,0.242,,05953875|ISC|6.20|MS
894842,ISC,ISC|ISC-Ms,1951,10,23,1,19,42.64,0.31,121.4243,23.8672,5.858,4.745,145.0,25.0,,6.56,0.196,,05953877|ISC|6.50|MS
894844,ISC,ISC|ISC-Ms,1951,10,23,8,55,19.37,0.31,121.5478,23.8924,5.658,5.202,134.0,25.0,,6.56,0.196,,05953879|ISC|6.50|MS
894846,ISC,ISC|ISC-Ms,1951,10,23,18,18,50.76,0.87,122.0811,23.964,26.41,11.71,85.0,25.0,,6.0,0.167,,05953881|ISC|5.90|MS
894849,ISC,ISC|ISC-Ms,1951,10,24,3,39,7.93,0.34,121.6227,23.946,5.746,3.673,136.0,35.0,,6.36,0.194,,05953884|ISC|6.30|MS
894884,ISC,ISC|ISC-Ms,1951,11,4,11,9,47.18,0.34,125.6286,11.7889,8.446,5.934,54.0,25.0,,6.26,0.193,,05953909|ISC|6.20|MS
894903,ISC,ISC|ISC-Ms,1951,11,9,5,52,42.7,0.88,121.8117,23.7822,15.94,14.69,146.0,15.0,,5.88,0.268,,05953919|ISC|5.70|MS
894987,ISC,ISC|ISC-Ms,1951,11,24,18,47,18.3,0.3,121.2486,23.0464,6.047,4.842,142.0,25.0,,7.46,0.621,,05953963|ISC|7.40|MS
894988,ISC,ISC|ISC-Ms,1951,11,24,18,50,24.4,0.34,121.2137,23.0919,6.88,6.06,173.0,30.0,,7.85,0.2,,1933613|PAS|7.30|MS,05953964|ISC|7.80|MS
894992,ISC,ISC|ISC-Ms,1951,11,26,6,38,35.67,0.33,121.3968,22.8166,6.257,5.964,79.0,30.0,,6.56,0.25,,05953966|ISC|6.50|MS
895010,ISC,ISC|ISC-Ms,1951,12,5,6,58,36.96,0.48,121.1654,22.6788,9.23,6.837,145.0,15.0,,6.06,0.354,,05953976|ISC|6.00|MS
895090,ISC,ISC|ISC-Ms,1951,12,29,22,4,9.75,0.43,119.9696,20.4791,8.493,7.831,62.0,15.0,,5.94,0.212,,05954007|ISC|5.80|MS
892380,ISC,ISC|ISC-Ms,1952,1,13,4,3,51.64,0.3,124.8211,22.8499,5.607,4.905,162.0,20.0,,6.86,0.335,,1928818|PAS|6.90|MS,05954023|ISC|6.80|MS
892428,ISC,ISC|ISC-Ms,1952,1,29,0,55,33.8,0.71,122.5901,9.828,12.91,10.4,126.0,15.0,,5.82,0.207,,05954032|ISC|5.60|MS
892651,ISC,ISC|ISC-Ms,1952,3,19,10,57,15.04,0.23,127.0992,9.6694,6.398,5.02,56.0,15.0,,7.46,0.345,,1929353|PAS|7.80|MS,05954127|ISC|7.40|MS
892671,ISC,ISC|ISC-Ms,1952,3,23,15,21,23.06,0.37,126.3625,3.669,11.85,7.165,48.0,25.0,,6.16,0.192,,05954134|ISC|6.10|MS
892741,ISC,ISC|ISC-Ms,1952,4,8,10,0,18.69,0.34,122.9595,8.8543,8.05,5.832,52.0,35.0,,6.26,0.242,,05954152|ISC|6.20|MS
892768,ISC,ISC|ISC-Ms,1952,4,14,23,49,58.85,0.36,126.6423,3.7334,8.747,6.897,50.0,70.0,,6.26,0.242,,05954161|ISC|6.20|MS
892900,ISC,ISC|ISC-Ms,1952,5,15,10,25,27.09,0.49,120.9966,18.5399,9.769,7.991,111.0,20.0,,5.76,0.204,,05954208|ISC|5.50|MS
893963,ISC,ISC|ISC-Ms,1952,12,28,15,1,25.29,0.34,126.9377,6.2437,8.409,6.114,94.0,35.0,,6.56,0.25,,05954612|ISC|6.50|MS
891552,ISC,ISC|ISC-Ms,1953,3,14,17,0,39.1,0.34,125.6198,6.3542,8.873,6.5,53.0,35.0,,6.26,0.242,,05954698|ISC|6.20|MS
891610,ISC,ISC|ISC-Ms,1953,4,5,10,15,44.45,0.65,122.3882,23.9458,14.0,11.43,82.0,35.0,,5.94,0.273,,05954732|ISC|5.80|MS
891616,ISC,ISC|ISC-Ms,1953,4,7,23,58,13.82,0.42,127.2026,3.1174,11.33,7.123,57.0,35.0,,6.0,0.278,,05954737|ISC|5.90|MS
892288,ISC,ISC|ISC-Ms,1953,12,14,10,37,5.78,0.59,122.0549,18.6318,12.95,6.238,128.0,15.0,,5.94,0.166,,05955017|ISC|5.80|MS
892313,ISC,ISC|ISC-Ms,1953,12,22,18,45,22.93,0.42,119.3173,15.475,8.255,6.869,142.0,25.0,,5.94,0.212,,05955025|ISC|5.80|MS
890239,ISC,ISC|ISC-Ms,1954,1,11,17,9,6.87,0.45,125.6615,22.8599,7.517,4.471,150.0,15.0,,6.0,0.215,,05955035|ISC|5.90|MS
890480,ISC,ISC|ISC-Ms,1954,3,29,4,1,15.95,0.28,121.3424,19.6469,5.544,3.922,110.0,25.0,,6.06,0.168,,05955119|ISC|6.00|MS
890688,ISC,ISC|ISC-Ms,1954,5,23,6,56,47.91,0.49,124.0373,3.156,9.07,7.409,90.0,15.0,,5.94,0.212,,05955188|ISC|5.80|MS
890805,ISC,ISC|ISC-Ms,1954,7,2,2,45,12.87,0.28,124.0787,12.8352,5.819,5.378,68.0,15.0,,6.76,0.256,,05955224|ISC|6.70|MS
